GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,datadate,fyear,tic,conm,adrr,pddur,upd,at,capx,ceq,csho,gdwl,oiadp,sale,cik,fic,sich,prcc_f
005345,P,01,LU,40118,3808,19790131,19951229,19910630,1991,GRIF.,GRIFFIN TECHNOLOGY INC,,12,3,13.4130,,4.3760,2.2480,0.0000,1.3490,15.6280,0000082295,USA,3570,7.7500
005354,P,01,LU,32440,20852,19640528,19950630,19900630,1990,GRO.2,GROW GROUP INC,,12,3,229.2320,8.7610,58.2000,11.3030,11.2430,10.1030,410.0300,0000044171,USA,2851,9.8750
005354,P,01,LU,32440,20852,19640528,19950630,19910630,1991,GRO.2,GROW GROUP INC,,12,3,228.9330,6.9320,47.2720,11.7420,10.9190,4.8480,412.0860,0000044171,USA,2851,7.7500
005357,P,01,LC,62885,2017,19810427,20021017,19901231,1990,GRBEQ,GRUBB & ELLIS CO,,12,3,126.9820,3.2800,55.5310,16.5650,61.0590,-27.7960,319.0220,0000216039,USA,6531,1.2500
005357,P,01,LC,62885,2017,19810427,20021017,19911231,1991,GRBEQ,GRUBB & ELLIS CO,,12,3,82.4830,,6.4660,16.7580,30.5510,-46.5260,266.2340,0000216039,USA,6531,1.5000
005361,P,01,LU,21274,20855,19620131,19940415,19901231,1990,GQ.1,GRUMMAN CORP,,12,3,2454.1240,49.7190,867.5140,32.7980,4.0670,175.8420,3990.3850,0000044279,USA,3721,19.6250
005361,P,01,LU,21274,20855,19620131,19940415,19911231,1991,GQ.1,GRUMMAN CORP,,12,3,2363.2050,54.8470,951.7120,33.2650,3.9520,160.7590,3963.4920,0000044279,USA,3721,17.5000
005369,P,01,LU,32459,20857,19630228,19960430,19901231,1990,GPI.2,GUARDSMAN PRODUCTS INC,,12,3,94.0690,5.0540,47.4370,7.3270,8.2900,4.7480,192.6520,0000044420,USA,2851,9.1250
005369,P,01,LU,32459,20857,19630228,19960430,19911231,1991,GPI.2,GUARDSMAN PRODUCTS INC,,12,3,79.7770,2.2450,44.0020,7.3890,7.6260,2.4660,140.9270,0000044420,USA,2851,9.8750
005374,P,01,LU,40345,6271,19830810,20010330,19900930,1990,GSY.2,GUEST SUPPLY INC,,12,3,47.8320,1.9800,24.7830,3.8340,8.5380,1.0190,75.2650,0000722642,USA,2844,3.6250
005374,P,01,LU,40345,6271,19830810,20010330,19910930,1991,GSY.2,GUEST SUPPLY INC,,12,3,51.4240,2.8550,25.4890,3.8940,8.0940,1.8130,78.3620,0000722642,USA,2844,8.1250
005377,P,01,LU,54770,20858,19720519,20020213,19900630,1990,3GMIL,GUILFORD MILLS INC,,12,3,390.4080,29.4980,175.5000,8.9170,0.0000,30.1430,544.0590,0000044471,USA,2250,16.6250
005377,P,01,LU,54770,20858,19720519,20020213,19910630,1991,3GMIL,GUILFORD MILLS INC,,12,3,375.2930,21.7430,178.0580,8.9380,0.0000,30.4720,528.7780,0000044471,USA,2250,20.3750
005378,P,01,LU,32475,20859,19620702,19940729,19901031,1990,PCI.3,PARAMOUNT COMMUNICATIONS INC,,12,3,6539.2000,186.7000,3829.2000,117.3630,,304.2000,3869.0000,0000044482,USA,7812,35.2500
005378,P,01,LU,32475,20859,19620702,19940729,19911031,1991,PCI.3,PARAMOUNT COMMUNICATIONS INC,,12,3,6640.8000,167.5000,3894.8000,117.7570,,157.8000,3895.4000,0000044482,USA,7812,40.1250
005379,P,01,LC,40388,1957,19721214,19970430,19901231,1990,GLF,GULFMARK OFFSHORE INC,,12,3,53.5790,0.1260,45.1000,3.3020,0.0000,0.4280,7.4640,0001030749,USA,1600,15.0000
005379,P,01,LC,40388,1957,19721214,19970430,19911231,1991,GLF,GULFMARK OFFSHORE INC,,12,3,77.6120,24.4600,50.1870,3.3100,0.0000,3.0770,17.2210,0001030749,USA,4400,13.7500
005386,C,01,LU,39781,20861,19660429,19930719,19901231,1990,3GUSCE,GULF USA CORP,,12,3,387.1160,113.4580,127.0380,10.4640,2.1000,-3.0840,69.4030,0000044549,USA,1221,6.0000
005386,C,01,LU,39781,20861,19660429,19930719,19911231,1991,3GUSCE,GULF USA CORP,,12,3,343.9170,48.3490,78.2510,10.3090,2.0000,-3.3020,72.7070,0000044549,USA,1221,3.8750
005387,P,01,LC,23405,20862,19620131,19931231,19901231,1990,ETR7,ENTERGY GULF STATES LA LLC,,12,3,6863.2660,71.8700,1928.0220,108.0550,,391.1960,1690.6850,0000044570,USA,,11.0000
005387,P,01,LC,23405,20862,19620131,19931231,19911231,1991,ETR7,ENTERGY GULF STATES LA LLC,,12,3,6911.4880,86.3740,2021.6730,114.0550,,370.0540,1702.2350,0000044570,USA,,10.2500
005395,P,01,LC,40468,2072,19790131,20150831,19900430,1989,GYRO,GYRODYNE LLC,,12,3,5.3160,0.0020,4.0770,0.5430,0.0000,-0.0340,1.2400,0001589061,USA,6512,27.5000
005395,P,01,LC,40468,2072,19790131,20150831,19910430,1990,GYRO,GYRODYNE LLC,,12,3,6.0110,0.0030,4.7400,0.5430,0.0000,-0.1160,1.2390,0001589061,USA,6512,24.0000
005397,P,01,LU,40476,5222,19811209,19940930,19901231,1990,HHOT,H & H OIL TOOL CO,,12,3,22.0680,2.5140,14.1690,3.2530,0.0000,1.3210,23.3190,0000355902,USA,7359,5.2500
005397,P,01,LU,40476,5222,19811209,19940930,19911231,1991,HHOT,H & H OIL TOOL CO,,12,3,21.6060,3.7430,13.0350,3.2570,0.0000,-0.5590,22.8660,0000355902,USA,7359,5.2500
005398,P,01,LU,57832,25590,19740523,19940331,19901231,1990,9048B,HAL INC,,12,3,192.8170,10.6980,-114.0490,2.2740,37.6760,-92.3230,340.7300,,USA,4512,8.1250
005398,P,01,LU,57832,25590,19740523,19940331,19911231,1991,9048B,HAL INC,,12,3,133.7580,6.8960,-208.6390,3.1100,0.0000,-58.2830,365.0420,,USA,4512,5.5000
005399,P,01,LU,40484,2097,19810731,19990129,19901231,1990,HBOC.1,HBO & CO,,12,3,122.9790,8.3440,26.7030,13.6510,0.0000,15.4630,201.4900,0000310377,USA,7373,6.1250
005399,P,01,LU,40484,2097,19810731,19990129,19911231,1991,HBOC.1,HBO & CO,,12,3,103.2010,5.6820,22.6000,14.1110,0.0000,7.7930,170.7250,0000310377,USA,7373,11.6250
005403,P,01,LU,40521,6240,19830802,19900731,19900331,1989,HEIC,HEI CORP,,12,3,61.4130,2.3050,20.1950,4.9380,0.0000,5.7490,64.1630,0000720609,USA,8062,2.6560
005404,P,01,LC,40540,2114,19810324,20071214,19900831,1990,HEIIQ,HEI INC,,12,3,4.5430,0.2050,1.1180,1.4450,0.0000,-0.6460,8.5450,0000351298,USA,3674,0.6870
005404,P,01,LC,40540,2114,19810324,20071214,19910831,1991,HEIIQ,HEI INC,,12,3,4.3940,0.1300,1.6340,2.9160,0.0000,0.0430,9.0390,0000351298,USA,3674,0.8750
005408,C,01,LU,55634,20866,19720926,E,19901231,1990,HMG,HMG COURTLAND PROPERTIES,,12,3,30.5360,0.0000,21.0160,1.1670,0.0000,-0.9420,4.0180,0000311817,USA,6798,4.6250
005408,C,01,LU,55634,20866,19720926,E,19911231,1991,HMG,HMG COURTLAND PROPERTIES,,12,3,28.2400,0.0000,20.1470,1.1670,0.0000,-0.8720,3.4420,0000311817,USA,6798,4.1250
005412,P,01,LU,40572,6091,19830621,20040130,19901231,1990,HDR,HPSC INC,,12,3,195.4760,0.0000,40.2160,4.9200,0.0000,20.5200,27.6770,0000718909,USA,6172,2.7500
005412,P,01,LU,40572,6091,19830621,20040130,19911231,1991,HDR,HPSC INC,,12,3,185.1680,0.0000,43.3850,4.9210,0.0000,17.8170,25.5650,0000718909,USA,6172,2.8120
005417,P,01,LC,65939,2231,19820129,20060131,19901231,1990,HU,HUDSON UNITED BANCORP,,12,3,595.1280,,37.5670,4.0850,,9.1190,54.3410,0000703559,USA,,5.3750
005417,P,01,LC,65939,2231,19820129,20060131,19911231,1991,HU,HUDSON UNITED BANCORP,,12,3,673.1590,,41.0990,4.5310,,14.2300,57.2300,0000703559,USA,,9.1250
005418,C,01,LU,40620,5208,19811125,19901210,19900531,1989,ASPT,HABER INC,,12,3,,,,,,,,0000355699,USA,8731,0.3750
005419,P,01,LU,40628,2073,19721214,19990730,19900430,1989,HACH,HACH CO,,12,3,47.2170,6.3060,35.3280,4.8260,0.0000,8.0050,63.1010,0000044764,USA,3826,25.2500
005419,P,01,LU,40628,2073,19721214,19990730,19910430,1990,HACH,HACH CO,,12,3,52.8490,7.0930,40.4010,6.0480,0.0000,9.4940,72.3200,0000044764,USA,3826,22.0000
005420,P,01,LU,40644,6783,19840117,20000630,19901031,1990,HDC.,HADCO CORP,,12,3,91.8920,8.7480,48.2080,10.1260,,13.7950,160.9570,0000729533,USA,3672,4.2500
005420,P,01,LU,40644,6783,19840117,20000630,19911031,1991,HDC.,HADCO CORP,,12,3,99.2190,9.0120,50.5610,9.4490,,9.5530,152.9320,0000729533,USA,3672,5.0620
005422,C,01,LU,40695,2111,19790228,20070330,19900630,1990,NLX.2,ANALEX CORP,,12,3,15.8650,0.8010,3.5180,14.2940,0.3590,-1.0060,29.4000,0000044800,USA,7370,0.2190
005422,C,01,LU,40695,2111,19790228,20070330,19910630,1991,NLX.2,ANALEX CORP,,12,3,13.6640,0.3800,1.6930,14.4240,0.1500,0.6110,31.6470,0000044800,USA,7370,0.2500
005432,C,01,LC,67942,6120,19830629,20091019,19900331,1989,HALX,HALIFAX CORP,,12,3,15.7830,0.2910,5.6710,1.1920,0.0000,1.4260,28.4800,0000720671,USA,7381,5.1250
005432,C,01,LC,67942,6120,19830629,20091019,19910331,1990,HALX,HALIFAX CORP,,12,3,14.0070,0.2950,6.5370,1.1920,0.0000,2.4510,30.0230,0000720671,USA,7370,6.2500
005433,P,01,LU,57533,2079,19721214,19921130,19901231,1990,FBH,HALL (FRANK B.) & CO,,12,3,1034.7470,10.5950,-148.3950,38.7150,62.7750,21.7560,443.1080,0000752180,USA,6411,3.6250
005433,P,01,LU,57533,2079,19721214,19921130,19911231,1991,FBH,HALL (FRANK B.) & CO,,12,3,1046.8410,10.0070,-171.1400,44.4330,60.8940,0.4750,461.5920,0000752180,USA,6411,4.2500
005439,P,01,LU,23819,20868,19620131,E,19901231,1990,HAL,HALLIBURTON CO,,12,3,4543.9000,332.3000,2246.9000,106.8000,124.2000,315.5000,6905.2000,0000045012,USA,1600,45.6250
005439,P,01,LU,23819,20868,19620131,E,19911231,1991,HAL,HALLIBURTON CO,,12,3,5017.2000,425.9000,2164.6000,107.0000,132.8000,52.6000,6975.5000,0000045012,USA,1600,28.5000
005442,P,01,LC,54084,20869,19840531,20140530,19900731,1990,HWG,HALLWOOD GROUP INC,,12,3,145.5320,1.5500,35.3980,4.6620,,3.6970,82.5880,0000355766,USA,2221,6.5000
005442,P,01,LC,54084,20869,19840531,20140530,19910731,1991,HWG,HALLWOOD GROUP INC,,12,3,135.8990,1.4350,30.5300,6.0300,,1.0140,79.9640,0000355766,USA,2221,7.0000
005444,C,01,LU,77102,11222,19911122,19960625,19911231,1991,HMBQ,HAMBURGER HAMLET RESTR INC,,12,3,34.0250,1.4650,22.0540,4.1130,,3.3560,53.0120,0000879501,USA,5812,12.5000
005448,C,01,LU,40847,2109,19731207,19910722,19900430,1989,HDIG,HAMILTON DIGITAL CONTROL INC,,12,3,4.7220,0.0440,0.7650,1.7940,0.0000,0.0070,4.4780,0000045136,USA,3679,0.8130
005448,C,01,LU,40847,2109,19731207,19910722,19910430,1990,HDIG,HAMILTON DIGITAL CONTROL INC,,12,3,3.7970,0.0010,0.0690,1.7940,0.0000,-0.3030,2.7840,0000045136,USA,3679,0.6560
005451,P,01,LU,40871,2081,19721214,19910731,19901231,1990,HAML,HAMILTON OIL CORP,,12,3,957.3610,165.1080,377.7440,26.3110,0.0000,37.9270,235.9430,0000727283,USA,1311,33.0000
005454,P,01,LU,40898,6318,19830825,19920331,19900331,1989,3THCO,HAMMOND CO,,12,3,58.3820,0.2510,6.2380,1.2720,0.0000,4.7030,19.7920,0000722075,USA,6162,4.5000
005454,P,01,LU,40898,6318,19830825,19920331,19910331,1990,3THCO,HAMMOND CO,,12,3,67.5670,0.1260,5.9640,1.2720,0.0000,4.1650,16.6870,0000722075,USA,6162,2.2500
005456,C,01,LU,49349,20870,19691007,20010423,19901231,1990,3HPTI,HAMPTON INDUSTRIES,,12,3,91.3930,1.6310,52.8730,3.7900,0.0000,3.1720,166.8840,0000045260,USA,2320,5.5000
005456,C,01,LU,49349,20870,19691007,20010423,19911231,1991,3HPTI,HAMPTON INDUSTRIES,,12,3,92.7590,2.0620,52.2710,3.7900,0.0000,1.3840,162.1600,0000045260,USA,2320,7.0000
005457,P,01,LU,56936,20873,19820129,E,19901231,1990,JHS,HANCOCK (JOHN) INCOME SEC,,12,1,,,,9.6930,,,,0000759866,USA,,15.0000
005457,P,01,LU,56936,20873,19820129,E,19911231,1991,JHS,HANCOCK (JOHN) INCOME SEC,,12,1,,,,9.7250,,,,0000759866,USA,,17.0000
005458,P,01,LC,39765,20875,19631112,20080324,19900430,1989,HDLM,HANDLEMAN CO,,12,3,414.3450,37.5060,220.3820,32.7590,0.0000,65.2620,716.6220,0000314727,USA,5099,14.0000
005458,P,01,LC,39765,20875,19631112,20080324,19910430,1990,HDLM,HANDLEMAN CO,,12,3,423.7270,16.0680,233.6140,32.9760,0.0000,51.6100,702.7370,0000314727,USA,5099,13.5000
005460,P,01,LU,44468,20876,19670522,19980430,19901231,1990,HNH.1,HANDY & HARMAN,,12,3,472.4510,16.0420,117.7480,13.9850,2.5840,50.3030,571.1160,0000045333,USA,3350,13.5000
005460,P,01,LU,44468,20876,19670522,19980430,19911231,1991,HNH.1,HANDY & HARMAN,,12,3,358.7080,12.1580,77.3160,13.9860,0.6270,24.7800,462.4520,0000045333,USA,3350,11.5000
005463,C,01,LU,11799,9600,19871110,19911004,19901231,1990,3HANKE,HANKS SEAFOOD CO INC,,12,3,1.9540,0.0110,1.7100,2.2890,0.0000,0.0460,3.7220,0000045356,USA,5140,0.3120
005464,P,01,LU,43238,20877,19660518,20000929,19901231,1990,MAH.1,HANNA (M A) CO,,12,3,1064.5400,28.3020,567.6740,26.6250,353.0940,75.9520,1116.2780,0000045370,USA,3060,19.2500
005464,P,01,LU,43238,20877,19660518,20000929,19911231,1991,MAH.1,HANNA (M A) CO,,12,3,1032.5040,26.7660,380.4580,22.8300,349.0470,63.3860,1146.0080,0000045370,USA,3060,20.0000
005465,P,01,LU,59301,2196,19721214,20000731,19901231,1990,HRD.1,HANNAFORD BROTHERS CO,,12,3,629.2390,107.1960,256.0360,19.8150,,82.6620,1687.6140,0000045379,USA,5411,36.0000
005465,P,01,LU,59301,2196,19721214,20000731,19911231,1991,HRD.1,HANNAFORD BROTHERS CO,,12,3,705.5170,81.1200,297.8010,21.2780,,94.4460,2007.9270,0000045379,USA,5411,45.5000
005468,P,01,LU,27924,20879,19620131,19911129,19901231,1990,HBJ,HARCOURT BRACE JOVANOVICH,,12,3,3181.7310,59.0040,-1464.3820,72.9050,,153.9300,1412.7470,0000045529,USA,2731,0.9370
005475,P,01,LU,40970,2183,19791213,20121109,19901231,1990,HKNI,HKN INC,,12,3,260.6070,20.0730,3.0000,37.0230,0.0000,-7.3360,19.8340,0000313478,USA,1381,1.2500
005475,P,01,LU,40970,2183,19791213,20121109,19911231,1991,HKNI,HKN INC,,12,3,37.6640,0.9530,11.4990,44.0670,0.0000,-11.3090,4.8490,0000313478,USA,1381,5.0000
005476,P,01,LU,50905,20880,19700714,20070531,19901231,1990,JH,HARLAND (JOHN H.) CO,,12,3,356.6380,28.9570,295.6860,37.3540,,85.1540,371.3460,0000045599,USA,2780,19.1250
005476,P,01,LU,50905,20880,19700714,20070531,19911231,1991,JH,HARLAND (JOHN H.) CO,,12,3,351.5540,16.8990,292.2630,36.5700,,86.6590,378.6590,0000045599,USA,2780,23.8750
005479,C,01,LC,40994,2208,19840223,20011228,19900630,1990,AXRX,AMEXDRUG CORP,,12,3,23.5190,1.1220,12.3590,3.6290,0.0000,4.2030,31.3030,0000045621,USA,3911,5.6250
005479,C,01,LC,40994,2208,19840223,20011228,19910630,1991,AXRX,AMEXDRUG CORP,,12,3,26.5560,1.6940,13.6670,4.4810,0.0000,3.8190,29.3380,0000045621,USA,3911,3.3750
005485,P,01,LU,41014,2085,19770622,20001031,19901231,1990,CRCL.,CIRCLE INTERNATIONAL GRP INC,,12,3,310.4000,24.7060,124.0890,9.5090,0.0000,22.2680,435.8660,0000045674,USA,4731,19.7500
005485,P,01,LU,41014,2085,19770622,20001031,19911231,1991,CRCL.,CIRCLE INTERNATIONAL GRP INC,,12,3,317.7400,22.5970,131.3050,11.0470,0.0000,21.1930,453.4300,0000045674,USA,4731,34.2500
005492,P,01,LC,25582,20883,19620131,E,19900630,1990,LHX,L3HARRIS TECHNOLOGIES INC,,12,3,2625.1290,193.2310,1083.3560,40.1010,,216.4670,3052.6860,0000202058,USA,3663,34.3750
005492,P,01,LC,25582,20883,19620131,E,19910630,1991,LHX,L3HARRIS TECHNOLOGIES INC,,12,3,2485.7790,133.4550,1028.3620,38.8860,,147.1840,3040.1260,0000202058,USA,3663,25.8750
005496,P,01,LU,25304,20884,19620131,E,19901231,1990,HSC,HARSCO CORP,,12,3,990.9600,71.1270,437.1110,26.2230,16.6270,117.3670,1759.5070,0000045876,USA,3440,26.0000
005496,P,01,LU,25304,20884,19620131,E,19911231,1991,HSC,HARSCO CORP,,12,3,1059.7080,53.8460,479.7260,26.2360,15.0660,123.1330,1943.0830,0000045876,USA,3790,29.7500
005501,C,01,LU,41081,2171,19721214,19951229,19901231,1990,SNC.1,SHAWMUT NATIONAL CORP,,12,3,23703.2970,,1156.7100,73.6780,,172.6990,2741.0820,0000823393,USA,6021,4.8750
005501,C,01,LU,41081,2171,19721214,19951229,19911231,1991,SNC.1,SHAWMUT NATIONAL CORP,,12,3,22815.5000,,1004.8380,73.7650,,217.1340,2343.5710,0000823393,USA,6021,9.2500
005503,P,01,LU,41100,2098,19721214,20001130,19901231,1990,HSB.,HSB GROUP INC,,12,3,827.3170,20.2020,355.2510,20.8330,,117.2970,562.3730,0001034588,USA,6331,48.7500
005503,P,01,LU,41100,2098,19721214,20001130,19911231,1991,HSB.,HSB GROUP INC,,12,3,888.5420,23.5570,409.3210,21.0180,,108.6510,630.4330,0001034588,USA,6331,57.5000
005505,P,01,LC,22250,20885,19620131,20081125,19901130,1990,HTMXQ,HARTMARX CORP,,12,3,762.1670,16.1450,292.5380,20.0400,,-2.5440,1295.8400,0000723371,USA,2300,6.8750
005505,P,01,LC,22250,20885,19620131,20081125,19911130,1991,HTMXQ,HARTMARX CORP,,12,3,739.8480,15.4880,287.0080,25.3610,,-33.4630,1215.3100,0000723371,USA,2300,7.2500
005513,C,01,LC,32600,20886,19631231,19950616,19900131,1989,HRVEQ,HARVEY ELECTRONICS INC,,12,3,18.1670,1.4960,9.4900,2.3480,5.0620,1.0490,40.0780,0000046043,USA,5731,2.3750
005513,C,01,LC,32600,20886,19631231,19950616,19910131,1990,HRVEQ,HARVEY ELECTRONICS INC,,12,3,17.8790,0.7510,7.6210,2.3370,5.0410,-0.8700,42.1730,0000046043,USA,5731,1.3750
005518,P,01,LU,52978,20887,19710811,E,19901231,1990,HAS,HASBRO INC,,12,3,1284.7650,36.1680,867.8270,56.4960,153.6650,183.2920,1520.0320,0000046080,USA,3944,15.6250
005518,P,01,LU,52978,20887,19710811,E,19911231,1991,HAS,HASBRO INC,,12,3,1950.1270,56.0040,955.2690,57.4560,496.1200,237.3730,2141.0960,0000046080,USA,3944,40.5000
005519,C,01,LU,32619,20888,19620702,20031118,19901231,1990,HGMG,HASTINGS MANUFACTURING CO,,12,3,44.2300,2.2090,21.2060,0.3850,0.0000,5.0040,67.2940,0000046109,USA,3714,36.5000
005519,C,01,LU,32619,20888,19620702,20031118,19911231,1991,HGMG,HASTINGS MANUFACTURING CO,,12,3,44.1010,2.1740,21.1650,0.3870,0.0000,2.0980,61.1020,0000046109,USA,3714,35.5000
005520,P,01,LU,41188,2088,19780228,E,19900630,1990,AMOT,ALLIED MOTION TECHNOLOGIES,,12,3,30.8750,0.7250,8.9250,4.2690,2.1840,1.2140,51.3020,0000046129,USA,7372,3.5000
005520,P,01,LU,41188,2088,19780228,E,19910630,1991,AMOT,ALLIED MOTION TECHNOLOGIES,,12,3,35.4050,0.9330,10.1280,4.2630,1.2390,0.0520,51.5660,0000046129,USA,7372,2.3750
005523,C,01,LC,41217,2089,19770901,E,19901231,1990,HVT,HAVERTY FURNITURE,,12,3,208.8620,10.2710,80.9690,5.6760,0.0000,17.5960,260.7990,0000216085,USA,5712,7.3750
005523,C,01,LC,41217,2089,19770901,E,19911231,1991,HVT,HAVERTY FURNITURE,,12,3,208.6530,8.3530,80.8040,5.6450,0.0000,11.6420,257.9560,0000216085,USA,5712,10.6250
005526,P,01,LU,41187,20890,19641013,E,19901231,1990,HE,HAWAIIAN ELECTRIC INDS,,12,3,3572.2720,136.5200,510.5430,21.9180,,234.7980,1010.7650,0000354707,USA,4911,31.6250
005526,P,01,LU,41187,20890,19641013,E,19911231,1991,HE,HAWAIIAN ELECTRIC INDS,,12,3,3791.2830,157.7410,581.4460,23.8670,,255.7650,1083.8410,0000354707,USA,4911,36.7500
005529,P,01,LU,41233,2237,19820129,19960131,19901231,1990,HWKB,HAWKEYE BANCORPORATION,,12,3,1331.7890,,95.3100,8.2080,,,,0000046238,USA,,6.3750
005529,P,01,LU,41233,2237,19820129,19960131,19911231,1991,HWKB,HAWKEYE BANCORPORATION,,12,3,1358.7970,,105.4560,8.3970,,,,0000046238,USA,,12.0000
005530,P,01,LU,41241,2238,19780131,E,19900930,1990,HWKN,HAWKINS INC,,12,3,29.8870,1.2930,21.5400,7.9020,,4.4490,60.3680,0000046250,USA,5160,4.5000
005530,P,01,LU,41241,2238,19780131,E,19910930,1991,HWKN,HAWKINS INC,,12,3,32.4930,2.2090,24.2670,8.2670,,5.2160,65.5840,0000046250,USA,5160,4.7500
005539,P,01,LU,41292,6616,19831123,E,19901231,1990,HCSG,HEALTHCARE SERVICES GROUP,,12,3,53.6940,4.9020,48.5930,5.1140,2.8140,8.2170,65.8200,0000731012,USA,7340,22.2500
005539,P,01,LU,41292,6616,19831123,E,19911231,1991,HCSG,HEALTHCARE SERVICES GROUP,,12,3,59.3900,1.9650,45.2460,7.7410,2.7020,0.1630,82.9430,0000731012,USA,7340,14.0000
005543,P,01,LC,65947,2105,19780217,E,19901231,1990,WELL,WELLTOWER INC,,12,3,189.7200,0.0000,76.6210,6.1990,0.0000,23.7310,26.8740,0000766704,USA,6798,13.3750
005543,P,01,LC,65947,2105,19780217,E,19911231,1991,WELL,WELLTOWER INC,,12,3,207.2040,0.0000,113.9560,8.5220,0.0000,24.3680,29.2480,0000766704,USA,6798,20.8750
005545,C,01,LC,53620,20895,19790131,19990408,19901231,1990,HCLC,HEALTH-CHEM CORP,,12,3,43.4470,1.6950,1.4200,7.1030,1.3990,-2.5140,38.1870,0000046428,USA,2200,0.7500
005545,C,01,LC,53620,20895,19790131,19990408,19911231,1991,HCLC,HEALTH-CHEM CORP,,12,3,39.1180,0.8400,1.3110,7.4050,0.8280,-0.7530,37.1000,0000046428,USA,2200,1.1250
005546,P,01,LU,88605,7667,19850730,19970331,19901231,1990,HII.2,HEALTH IMAGES INC,,12,3,84.3440,20.2720,38.0160,8.8850,2.5610,8.5150,44.9650,0000769689,USA,8071,11.6250
005546,P,01,LU,88605,7667,19850730,19970331,19911231,1991,HII.2,HEALTH IMAGES INC,,12,3,115.0580,14.9720,81.4670,12.3380,3.5120,10.3260,61.1510,0000769689,USA,8071,13.1250
005549,P,01,LU,50059,20896,19700211,19990210,19901231,1990,HMII,HMI INDUSTRIES INC,,12,3,51.6770,2.4740,28.7020,2.1680,14.6290,5.1660,64.2470,0000046445,USA,3317,10.3750
005549,P,01,LU,50059,20896,19700211,19990210,19910930,1991,HMII,HMI INDUSTRIES INC,,9,3,53.2380,1.3120,29.8740,2.1540,14.4960,4.4130,60.7920,0000046445,USA,3317,12.6250
005554,P,01,LU,88613,7918,19851213,19910531,19901231,1990,HLCO.1,HEALTHCO INTL INC,,12,3,313.6670,10.8390,117.9400,7.6870,15.6570,15.5400,463.4870,0000046454,USA,5047,17.1250
005555,P,01,LU,41356,5217,19811208,19960329,19901231,1990,HDYN.,HEALTHDYNE INC,,12,3,110.6000,6.1260,72.0090,14.6630,3.3230,10.2420,138.3120,0000046455,USA,8082,11.1250
005555,P,01,LU,41356,5217,19811208,19960329,19911231,1991,HDYN.,HEALTHDYNE INC,,12,3,138.7430,7.6650,80.0150,15.2280,4.0310,24.0490,191.4320,0000046455,USA,8082,26.0000
005557,C,01,LU,41399,6927,19840319,20020624,19900630,1990,HEAL,HEALTHWATCH INC,,12,3,9.2840,0.3540,5.2200,2.4080,0.0000,-2.2520,2.6690,0000725627,USA,3845,5.6250
005557,C,01,LU,41399,6927,19840319,20020624,19910630,1991,HEAL,HEALTHWATCH INC,,12,3,9.8860,0.2300,4.4980,3.2020,0.0000,-2.0740,7.2250,0000725627,USA,3845,5.0000
005558,P,01,LC,41428,2113,19860401,19970925,19900131,1989,9668B,HECHINGER CO  -CL A,,12,3,754.8470,,397.7940,36.1780,63.8150,46.8470,1229.5720,0000046517,USA,5211,11.7500
005558,P,01,LC,41428,2113,19860401,19970925,19910131,1990,9668B,HECHINGER CO  -CL A,,12,3,792.7520,,417.8990,35.9160,62.1360,40.1770,1392.1980,0000046517,USA,5211,7.1250
005560,P,01,LU,32651,20897,19620702,E,19901231,1990,HL,HECLA MINING CO,,12,3,232.4290,27.9320,133.6420,27.0110,0.0000,-0.8300,132.8990,0000719413,USA,1040,8.5000
005560,P,01,LU,32651,20897,19620702,E,19911231,1991,HL,HECLA MINING CO,,12,3,258.1210,18.8850,149.7170,30.2480,0.0000,-14.0610,117.5680,0000719413,USA,1040,11.0000
005561,P,01,LU,88656,7729,19850906,19930331,19901231,1990,HEKN,HEEKIN CAN INC,,12,3,290.7870,19.3770,71.8740,3.2500,0.0000,36.9330,356.2380,0000773594,USA,3411,35.5000
005561,P,01,LU,88656,7729,19850906,19930331,19911231,1991,HEKN,HEEKIN CAN INC,,12,3,252.7110,9.5250,53.2460,3.2500,0.0000,24.6400,353.1880,0000773594,USA,3411,26.7500
005564,P,01,LU,64979,2165,19721214,20000815,19900228,1989,HMYRQ,HEILIG-MEYERS CO,,12,3,502.1580,18.3830,171.1350,10.5580,20.0430,55.2390,393.4080,0000046601,USA,5712,22.0000
005564,P,01,LU,64979,2165,19721214,20000815,19910228,1990,HMYRQ,HEILIG-MEYERS CO,,12,3,507.3460,12.5100,185.1580,10.5770,26.2050,57.2150,447.7510,0000046601,USA,5712,26.2500
005565,P,01,LU,64434,21448,19820908,19971231,19900930,1990,HPFS,HEALTH PROFESSIONALS INC,,12,3,9.7290,0.0330,2.9850,3.3140,5.5800,0.0960,18.9730,0000879257,USA,7363,5.3750
005565,P,01,LU,64434,21448,19820908,19971231,19910930,1991,HPFS,HEALTH PROFESSIONALS INC,,12,3,14.2400,0.0710,8.1310,5.4590,9.4410,-1.9280,18.8880,0000879257,USA,7363,11.2500
005566,P,01,LU,60476,20899,19780927,19980731,19901231,1990,HNW.1,HEIN-WERNER CORP,,12,3,71.3660,1.5000,24.2880,1.9470,1.7750,5.3310,102.7090,0000046613,USA,3559,6.6250
005566,P,01,LU,60476,20899,19780927,19980731,19911231,1991,HNW.1,HEIN-WERNER CORP,,12,3,66.8400,0.9700,18.9080,2.0440,1.7150,-3.8680,85.0500,0000046613,USA,3559,5.7500
